Gender,Event M/W,Location,Year,Medal,Name,Nationality,Result,Event,Time_Cleaned,MixMatch
M,110M Hurdles Men,Stockholm,1912,B,Martin HAWKINS,USA,15.3,110M/100M Hurdles,15.3,MStockholm1912B110M/100M Hurdles
M,110M Hurdles Men,St Louis,1904,G,Frederick SCHULE,USA,16,110M/100M Hurdles,16,MSt Louis1904G110M/100M Hurdles
M,110M Hurdles Men,St Louis,1904,S,Thaddeus SHIDELER,USA,16.3,110M/100M Hurdles,16.3,MSt Louis1904S110M/100M Hurdles
M,110M Hurdles Men,St Louis,1904,B,Lesley ASHBURNER,USA,16.4,110M/100M Hurdles,16.4,MSt Louis1904B110M/100M Hurdles
M,110M Hurdles Men,Athens,1896,G,Thomas CURTIS,USA,17.6,110M/100M Hurdles,17.6,MAthens1896G110M/100M Hurdles
M,110M Hurdles Men,Athens,1896,S,Grantley GOULDING,GBR,17.7,110M/100M Hurdles,17.7,MAthens1896S110M/100M Hurdles
M,1500M Men,Rio,2016,G,Matthew CENTROWITZ,USA,00:03:50,1500M,230,MRio2016G1500M
M,1500M Men,Rio,2016,S,Taoufik MAKHLOUFI,ALG,00:03:50,1500M,230,MRio2016S1500M
M,1500M Men,Rio,2016,B,Nicholas WILLIS,NZL,00:03:50,1500M,230,MRio2016B1500M
M,1500M Men,Beijing,2008,G,Asbel Kipruto KIPROP,KEN,00:03:33,1500M,213,MBeijing2008G1500M
M,1500M Men,Beijing,2008,S,Nicholas WILLIS,NZL,00:03:34,1500M,214,MBeijing2008S1500M
M,1500M Men,Beijing,2008,B,Medhi BAALA,FRA,00:03:34,1500M,214,MBeijing2008B1500M
M,1500M Men,Sydney,2000,G,Noah Kiprono NGENYI,KEN,00:03:32,1500M,212,MSydney2000G1500M
M,1500M Men,Sydney,2000,S,Hicham EL GUERROUJ,MAR,00:03:32,1500M,212,MSydney2000S1500M
M,1500M Men,Sydney,2000,B,Bernard LAGAT,KEN,00:03:32,1500M,212,MSydney2000B1500M
M,1500M Men,Barcelona,1992,G,Fermin CACHO RUIZ,ESP,00:03:40,1500M,220,MBarcelona1992G1500M
M,1500M Men,Barcelona,1992,S,Rachid EL BASIR,MAR,00:03:41,1500M,221,MBarcelona1992S1500M
M,1500M Men,Barcelona,1992,B,Mohamed Ahmed SULAIMAN,QAT,00:03:41,1500M,221,MBarcelona1992B1500M
M,1500M Men,Los Angeles,1984,G,Sebastian COE,GBR,00:03:33,1500M,213,MLos Angeles1984G1500M
M,1500M Men,Los Angeles,1984,S,Steve CRAM,GBR,00:03:33,1500M,213,MLos Angeles1984S1500M
M,1500M Men,Los Angeles,1984,B,JosÃ© Manuel ABASCAL,ESP,00:03:34,1500M,214,MLos Angeles1984B1500M
M,1500M Men,Montreal,1976,G,John George WALKER,NZL,00:03:39,1500M,219,MMontreal1976G1500M
M,1500M Men,Montreal,1976,S,Ivo VAN DAMME,BEL,00:03:39,1500M,219,MMontreal1976S1500M
M,1500M Men,Montreal,1976,B,Paul-Heinz WELLMANN,FRG,00:03:39,1500M,219,MMontreal1976B1500M
M,1500M Men,Mexico,1968,G,Kip KEINO,KEN,00:03:35,1500M,215,MMexico1968G1500M
M,1500M Men,Mexico,1968,S,Jim RYUN,USA,00:03:38,1500M,218,MMexico1968S1500M
M,1500M Men,Mexico,1968,B,Bodo TÃMMLER,FRG,00:03:39,1500M,219,MMexico1968B1500M
M,1500M Men,Rome,1960,G,Herb ELLIOTT,AUS,00:03:36,1500M,216,MRome1960G1500M
M,1500M Men,Rome,1960,S,Michel JAZY,FRA,00:03:38,1500M,218,MRome1960S1500M
M,1500M Men,Rome,1960,B,IstvÃ¡n RÃZSAVÃLGYI,HUN,00:03:39,1500M,219,MRome1960B1500M
M,1500M Men,Helsinki,1952,G,Joseph BARTHEL,LUX,00:03:45,1500M,225,MHelsinki1952G1500M
M,1500M Men,Helsinki,1952,S,Robert MCMILLEN,USA,00:03:45,1500M,225,MHelsinki1952S1500M
M,1500M Men,Helsinki,1952,B,Werner LUEG,GER,00:03:45,1500M,225,MHelsinki1952B1500M
M,1500M Men,Berlin,1936,G,John LOVELOCK,NZL,00:03:48,1500M,228,MBerlin1936G1500M
M,1500M Men,Berlin,1936,S,Glenn CUNNINGHAM,USA,00:03:48,1500M,228,MBerlin1936S1500M
M,1500M Men,Berlin,1936,B,Luigi BECCALI,ITA,00:03:49,1500M,229,MBerlin1936B1500M
M,1500M Men,Amsterdam,1928,G,Harri LARVA,FIN,00:03:53,1500M,233,MAmsterdam1928G1500M
M,1500M Men,Amsterdam,1928,S,Jules LADOUMEGUE,FRA,00:03:54,1500M,234,MAmsterdam1928S1500M
M,1500M Men,Amsterdam,1928,B,Eino PURJE,FIN,00:03:56,1500M,236,MAmsterdam1928B1500M
M,1500M Men,Antwerp,1920,G,Albert HILL,GBR,00:04:02,1500M,242,MAntwerp1920G1500M
M,1500M Men,Antwerp,1920,S,Philip BAKER,GBR,00:04:02,1500M,242,MAntwerp1920S1500M
M,1500M Men,Antwerp,1920,B,Lawrence SHIELDS,USA,00:04:03,1500M,243,MAntwerp1920B1500M
M,1500M Men,London,1908,G,Melvin SHEPPARD,USA,00:04:03,1500M,243,MLondon1908G1500M
M,1500M Men,London,1908,S,Harold WILSON,GBR,00:04:04,1500M,244,MLondon1908S1500M
M,1500M Men,London,1908,B,Norman HALLOWS,GBR,00:04:04,1500M,244,MLondon1908B1500M
M,1500M Men,Paris,1900,G,Charles BENNETT,GBR,00:04:06,1500M,246,MParis1900G1500M
M,1500M Men,Paris,1900,S,Henri DELOGE,FRA,00:04:07,1500M,247,MParis1900S1500M
M,1500M Men,Paris,1900,B,John BRAY,USA,00:04:07,1500M,247,MParis1900B1500M
M,1500M Men,London,2012,G,Taoufik MAKHLOUFI,ALG,00:03:34,1500M,214,MLondon2012G1500M
M,1500M Men,London,2012,S,Leonel MANZANO,USA,00:03:35,1500M,215,MLondon2012S1500M
M,1500M Men,London,2012,B,Abdalaati IGUIDER,MAR,00:03:35,1500M,215,MLondon2012B1500M
M,1500M Men,Athens,2004,G,Hicham EL GUERROUJ,MAR,00:03:34,1500M,214,MAthens2004G1500M
M,1500M Men,Athens,2004,S,Bernard LAGAT,KEN,00:03:34,1500M,214,MAthens2004S1500M
M,1500M Men,Athens,2004,B,Rui SILVA,POR,00:03:35,1500M,215,MAthens2004B1500M
M,1500M Men,Atlanta,1996,G,Noureddine MORCELI,ALG,00:03:36,1500M,216,MAtlanta1996G1500M
M,1500M Men,Atlanta,1996,S,Fermin CACHO RUIZ,ESP,00:03:36,1500M,216,MAtlanta1996S1500M
M,1500M Men,Atlanta,1996,B,Stephen KIPKORIR,KEN,00:03:37,1500M,217,MAtlanta1996B1500M
M,1500M Men,Moscow,1980,G,Sebastian COE,GBR,00:03:38,1500M,218,MMoscow1980G1500M
M,1500M Men,Moscow,1980,S,JÃ¼rgen STRAUB,GDR,00:03:39,1500M,219,MMoscow1980S1500M
M,1500M Men,Moscow,1980,B,Steve OVETT,GBR,00:03:39,1500M,219,MMoscow1980B1500M
M,1500M Men,Munich,1972,G,Pekka VASALA,FIN,00:03:36,1500M,216,MMunich1972G1500M
M,1500M Men,Munich,1972,S,Kip KEINO,KEN,00:03:37,1500M,217,MMunich1972S1500M
M,1500M Men,Munich,1972,B,Rodney DIXON,NZL,00:03:37,1500M,217,MMunich1972B1500M
M,1500M Men,Tokyo,1964,G,Peter SNELL,NZL,00:03:38,1500M,218,MTokyo1964G1500M
M,1500M Men,Tokyo,1964,S,Josef ODLOZIL,TCH,00:03:40,1500M,220,MTokyo1964S1500M
M,1500M Men,Tokyo,1964,B,John DAVIES,NZL,00:03:40,1500M,220,MTokyo1964B1500M
M,1500M Men,Melbourne / Stockholm,1956,G,Ron DELANY,IRL,00:03:41,1500M,221,MMelbourne / Stockholm1956G1500M
M,1500M Men,Melbourne / Stockholm,1956,S,Klaus RICHTZENHAIN,EUA,00:03:42,1500M,222,MMelbourne / Stockholm1956S1500M
M,1500M Men,Melbourne / Stockholm,1956,B,John LANDY,AUS,00:03:42,1500M,222,MMelbourne / Stockholm1956B1500M
M,1500M Men,London,1948,G,Henry ERIKSSON,SWE,00:03:50,1500M,230,MLondon1948G1500M
M,1500M Men,London,1948,S,Lennart STRAND,SWE,00:03:50,1500M,230,MLondon1948S1500M
M,1500M Men,London,1948,B,Willem SLIJKHUIS,NED,00:03:50,1500M,230,MLondon1948B1500M
M,1500M Men,Los Angeles,1932,G,Luigi BECCALI,ITA,00:03:51,1500M,231,MLos Angeles1932G1500M
M,1500M Men,Los Angeles,1932,S,John CORNES,GBR,00:03:53,1500M,233,MLos Angeles1932S1500M
M,1500M Men,Los Angeles,1932,B,Philip EDWARDS,CAN,None,1500M,0,MLos Angeles1932B1500M
M,1500M Men,Paris,1924,G,Paavo NURMI,FIN,00:03:54,1500M,234,MParis1924G1500M
M,1500M Men,Paris,1924,S,Willy SCHÃRER,SUI,00:03:55,1500M,235,MParis1924S1500M
M,1500M Men,Paris,1924,B,Henry STALLARD,GBR,00:03:56,1500M,236,MParis1924B1500M
M,1500M Men,Stockholm,1912,G,Arnold JACKSON,GBR,00:03:57,1500M,237,MStockholm1912G1500M
M,1500M Men,Stockholm,1912,S,Abel KIVIAT,USA,00:03:57,1500M,237,MStockholm1912S1500M
M,1500M Men,Stockholm,1912,B,Norman TABER,USA,00:03:57,1500M,237,MStockholm1912B1500M
M,1500M Men,St Louis,1904,G,James LIGHTBODY,USA,00:04:05,1500M,245,MSt Louis1904G1500M
M,1500M Men,St Louis,1904,S,William VERNER,USA,00:04:07,1500M,247,MSt Louis1904S1500M
M,1500M Men,St Louis,1904,B,Lacey HEARN,USA,None,1500M,0,MSt Louis1904B1500M
M,1500M Men,Athens,1896,G,Edwin FLACK,AUS,00:04:33,1500M,273,MAthens1896G1500M
M,1500M Men,Athens,1896,S,Arthur BLAKE,USA,00:04:34,1500M,274,MAthens1896S1500M
M,1500M Men,Athens,1896,B,Albin LERMUSIAUX,FRA,00:04:36,1500M,276,MAthens1896B1500M
M,200M Men,Rio,2016,G,Usain BOLT,JAM,19.78,200M,19.78,MRio2016G200M
M,200M Men,Rio,2016,S,Andre DE GRASSE,CAN,20.02,200M,20.02,MRio2016S200M
M,200M Men,Rio,2016,B,Christophe LEMAITRE,FRA,20.12,200M,20.12,MRio2016B200M
W,200M Women,Rio,2016,G,Elaine THOMPSON,JAM,21.78,200M,21.78,WRio2016G200M
W,200M Women,Rio,2016,S,Dafne SCHIPPERS,NED,21.88,200M,21.88,WRio2016S200M
W,200M Women,Rio,2016,B,Tori BOWIE,USA,22.15,200M,22.15,WRio2016B200M
M,200M Men,London,2012,G,Usain BOLT,JAM,19.32,200M,19.32,MLondon2012G200M
M,200M Men,London,2012,S,Yohan BLAKE,JAM,19.44,200M,19.44,MLondon2012S200M
M,200M Men,London,2012,B,Warren WEIR,JAM,19.84,200M,19.84,MLondon2012B200M
W,200M Women,London,2012,G,Allyson FELIX,USA,21.88,200M,21.88,WLondon2012G200M
W,200M Women,London,2012,S,Shelly-Ann FRASER-PRYCE,JAM,22.09,200M,22.09,WLondon2012S200M
W,200M Women,London,2012,B,Carmelita JETER,USA,22.14,200M,22.14,WLondon2012B200M
M,200M Men,Beijing,2008,G,Usain BOLT,JAM,19.3,200M,19.3,MBeijing2008G200M
M,200M Men,Beijing,2008,S,Shawn CRAWFORD,USA,19.96,200M,19.96,MBeijing2008S200M
M,200M Men,Beijing,2008,B,Walter DIX,USA,19.98,200M,19.98,MBeijing2008B200M
W,200M Women,Beijing,2008,G,Veronica CAMPBELL-BROWN,JAM,21.74,200M,21.74,WBeijing2008G200M
W,200M Women,Beijing,2008,S,Allyson FELIX,USA,21.93,200M,21.93,WBeijing2008S200M
W,200M Women,Beijing,2008,B,Kerron STEWART,JAM,22,200M,22,WBeijing2008B200M
M,200M Men,Athens,2004,G,Shawn CRAWFORD,USA,19.79,200M,19.79,MAthens2004G200M
M,200M Men,Athens,2004,S,Bernard WILLIAMS III,USA,20.01,200M,20.01,MAthens2004S200M
M,200M Men,Athens,2004,B,Justin GATLIN,USA,20.03,200M,20.03,MAthens2004B200M
W,200M Women,Athens,2004,G,Veronica CAMPBELL-BROWN,JAM,22.05,200M,22.05,WAthens2004G200M
W,200M Women,Athens,2004,S,Allyson FELIX,USA,22.18,200M,22.18,WAthens2004S200M
W,200M Women,Athens,2004,B,Debbie FERGUSON-MCKENZIE,BAH,22.3,200M,22.3,WAthens2004B200M
M,200M Men,Sydney,2000,G,Kostas KENTERIS,GRE,20.09,200M,20.09,MSydney2000G200M
M,200M Men,Sydney,2000,S,Darren CAMPBELL,GBR,20.14,200M,20.14,MSydney2000S200M
M,200M Men,Sydney,2000,B,Ato BOLDON,TTO,20.2,200M,20.2,MSydney2000B200M
W,200M Women,Sydney,2000,G,Pauline DAVIS,BAH,22.27,200M,22.27,WSydney2000G200M
W,200M Women,Sydney,2000,S,Susanthika JAYASINGHE,SRI,22.28,200M,22.28,WSydney2000S200M
W,200M Women,Sydney,2000,B,Beverly MCDONALD,JAM,22.35,200M,22.35,WSydney2000B200M
M,200M Men,Atlanta,1996,G,Michael JOHNSON,USA,19.32,200M,19.32,MAtlanta1996G200M
M,200M Men,Atlanta,1996,S,Frank FREDERICKS,NAM,19.68,200M,19.68,MAtlanta1996S200M
M,200M Men,Atlanta,1996,B,Ato BOLDON,TTO,19.8,200M,19.8,MAtlanta1996B200M
W,200M Women,Atlanta,1996,G,Marie-JosÃ© PÃREC,FRA,22.12,200M,22.12,WAtlanta1996G200M
W,200M Women,Atlanta,1996,S,Merlene OTTEY,JAM,22.24,200M,22.24,WAtlanta1996S200M
W,200M Women,Atlanta,1996,B,Mary ONYALI,NGR,22.38,200M,22.38,WAtlanta1996B200M
M,200M Men,Barcelona,1992,G,Michael MARSH,USA,20.01,200M,20.01,MBarcelona1992G200M
M,200M Men,Barcelona,1992,S,Frank FREDERICKS,NAM,20.13,200M,20.13,MBarcelona1992S200M
M,200M Men,Barcelona,1992,B,Michael BATES,USA,20.38,200M,20.38,MBarcelona1992B200M
W,200M Women,Barcelona,1992,G,Gwen TORRENCE,USA,21.81,200M,21.81,WBarcelona1992G200M
W,200M Women,Barcelona,1992,S,Juliet CUTHBERT,JAM,22.02,200M,22.02,WBarcelona1992S200M
W,200M Women,Barcelona,1992,B,Merlene OTTEY,JAM,22.09,200M,22.09,WBarcelona1992B200M
M,200M Men,Los Angeles,1984,G,Carl LEWIS,USA,19.8,200M,19.8,MLos Angeles1984G200M
M,200M Men,Los Angeles,1984,S,Kirk BAPTISTE,USA,19.96,200M,19.96,MLos Angeles1984S200M
M,200M Men,Los Angeles,1984,B,Thomas JEFFERSON,USA,20.26,200M,20.26,MLos Angeles1984B200M
W,200M Women,Los Angeles,1984,G,Valerie BRISCO,USA,21.81,200M,21.81,WLos Angeles1984G200M
W,200M Women,Los Angeles,1984,S,Florence GRIFFITH JOYNER,USA,22.04,200M,22.04,WLos Angeles1984S200M
W,200M Women,Los Angeles,1984,B,Merlene OTTEY,JAM,22.09,200M,22.09,WLos Angeles1984B200M
M,200M Men,Moscow,1980,G,Pietro MENNEA,ITA,20.19,200M,20.19,MMoscow1980G200M
M,200M Men,Moscow,1980,S,Allan WELLS,GBR,20.21,200M,20.21,MMoscow1980S200M
M,200M Men,Moscow,1980,B,Donald QUARRIE,JAM,20.29,200M,20.29,MMoscow1980B200M
W,200M Women,Moscow,1980,G,BÃ¤rbel ECKERT-WÃCKEL,GDR,22.03,200M,22.03,WMoscow1980G200M
W,200M Women,Moscow,1980,S,Natalia BOCHINA,URS,22.19,200M,22.19,WMoscow1980S200M
W,200M Women,Moscow,1980,B,Merlene OTTEY,JAM,22.2,200M,22.2,WMoscow1980B200M
M,200M Men,Montreal,1976,G,Donald QUARRIE,JAM,20.23,200M,20.23,MMontreal1976G200M
M,200M Men,Montreal,1976,S,Millard Frank Jr. HAMPTON,USA,20.29,200M,20.29,MMontreal1976S200M
M,200M Men,Montreal,1976,B,Dwayne Eugene EVANS,USA,20.43,200M,20.43,MMontreal1976B200M
W,200M Women,Montreal,1976,G,BÃ¤rbel ECKERT-WÃCKEL,GDR,22.37,200M,22.37,WMontreal1976G200M
W,200M Women,Montreal,1976,S,Annegret RICHTER-IRRGANG,FRG,22.39,200M,22.39,WMontreal1976S200M
W,200M Women,Montreal,1976,B,Renate STECHER,GDR,22.47,200M,22.47,WMontreal1976B200M
M,200M Men,Munich,1972,G,Valery BORZOV,URS,20,200M,20,MMunich1972G200M
M,200M Men,Munich,1972,S,Larry BLACK,USA,20.19,200M,20.19,MMunich1972S200M
M,200M Men,Munich,1972,B,Pietro MENNEA,ITA,20.3,200M,20.3,MMunich1972B200M
W,200M Women,Munich,1972,G,Renate STECHER,GDR,22.4,200M,22.4,WMunich1972G200M
W,200M Women,Munich,1972,S,Raelene Ann BOYLE,AUS,22.45,200M,22.45,WMunich1972S200M
W,200M Women,Munich,1972,B,Irena KIRSZENSTEIN,POL,22.74,200M,22.74,WMunich1972B200M
M,200M Men,Mexico,1968,G,Tommie SMITH,USA,19.8,200M,19.8,MMexico1968G200M
M,200M Men,Mexico,1968,S,Peter NORMAN,AUS,20,200M,20,MMexico1968S200M
M,200M Men,Mexico,1968,B,John CARLOS,USA,20,200M,20,MMexico1968B200M
W,200M Women,Mexico,1968,G,Irena KIRSZENSTEIN,POL,22.5,200M,22.5,WMexico1968G200M
W,200M Women,Mexico,1968,S,Raelene Ann BOYLE,AUS,22.7,200M,22.7,WMexico1968S200M
W,200M Women,Mexico,1968,B,Jennifer LAMY,AUS,22.8,200M,22.8,WMexico1968B200M
M,200M Men,Tokyo,1964,G,Henry CARR,USA,20.3,200M,20.3,MTokyo1964G200M
M,200M Men,Tokyo,1964,S,Paul DRAYTON,USA,20.5,200M,20.5,MTokyo1964S200M
M,200M Men,Tokyo,1964,B,Edwin ROBERTS,TTO,20.6,200M,20.6,MTokyo1964B200M
W,200M Women,Tokyo,1964,G,Edith MCGUIRE,USA,23,200M,23,WTokyo1964G200M
W,200M Women,Tokyo,1964,S,Irena KIRSZENSTEIN,POL,23.1,200M,23.1,WTokyo1964S200M
W,200M Women,Tokyo,1964,B,Marilyn BLACK,AUS,23.1,200M,23.1,WTokyo1964B200M
M,20Km Race Walk Men,Rio,2016,G,Zhen WANG,CHN,01:19:14,20Km Race Walk,4754,MRio2016G20Km Race Walk
M,20Km Race Walk Men,Rio,2016,S,Zelin CAI,CHN,01:19:26,20Km Race Walk,4766,MRio2016S20Km Race Walk
M,20Km Race Walk Men,Rio,2016,B,Dane BIRD-SMITH,AUS,01:19:37,20Km Race Walk,4777,MRio2016B20Km Race Walk
M,20Km Race Walk Men,Beijing,2008,G,Valeriy BORCHIN,RUS,1h19:01,20Km Race Walk,01:19:01,MBeijing2008G20Km Race Walk
M,20Km Race Walk Men,Beijing,2008,S,Jefferson PEREZ,ECU,1h19:15,20Km Race Walk,01:19:15,MBeijing2008S20Km Race Walk
M,20Km Race Walk Men,Beijing,2008,B,Jared TALLENT,AUS,1h19:42,20Km Race Walk,01:19:42,MBeijing2008B20Km Race Walk
M,20Km Race Walk Men,Sydney,2000,G,Robert KORZENIOWSKI,POL,01h18:59,20Km Race Walk,01:18:59,MSydney2000G20Km Race Walk
M,20Km Race Walk Men,Sydney,2000,S,Noe HERNANDEZ,MEX,01h19:03,20Km Race Walk,01:19:03,MSydney2000S20Km Race Walk
M,20Km Race Walk Men,Sydney,2000,B,Vladimir ANDREYEV,RUS,01h19:27,20Km Race Walk,01:19:27,MSydney2000B20Km Race Walk
M,20Km Race Walk Men,Barcelona,1992,G,Daniel PLAZA,ESP,01:21:45,20Km Race Walk,4905,MBarcelona1992G20Km Race Walk
M,20Km Race Walk Men,Barcelona,1992,S,Guillaume LEBLANC,CAN,01:22:25,20Km Race Walk,4945,MBarcelona1992S20Km Race Walk
M,20Km Race Walk Men,Barcelona,1992,B,Giovanni DE BENEDICTIS,ITA,01:23:11,20Km Race Walk,4991,MBarcelona1992B20Km Race Walk
M,20Km Race Walk Men,Los Angeles,1984,G,Ernesto CANTO,MEX,01:23:13,20Km Race Walk,4993,MLos Angeles1984G20Km Race Walk
M,20Km Race Walk Men,Los Angeles,1984,S,RaÃºl GONZÃLEZ,MEX,01:23:20,20Km Race Walk,5000,MLos Angeles1984S20Km Race Walk
M,20Km Race Walk Men,Los Angeles,1984,B,Maurizio DAMILANO,ITA,01:23:26,20Km Race Walk,5006,MLos Angeles1984B20Km Race Walk
M,20Km Race Walk Men,Montreal,1976,G,Daniel BAUTISTA ROCHA,MEX,01:24:41,20Km Race Walk,5081,MMontreal1976G20Km Race Walk
M,20Km Race Walk Men,Montreal,1976,S,Hans REIMANN,GDR,01:25:14,20Km Race Walk,5114,MMontreal1976S20Km Race Walk
M,20Km Race Walk Men,Montreal,1976,B,Peter FRENKEL,GDR,01:25:29,20Km Race Walk,5129,MMontreal1976B20Km Race Walk
M,20Km Race Walk Men,Mexico,1968,G,Vladimir GOLUBNICHY,URS,01:33:58,20Km Race Walk,5638,MMexico1968G20Km Race Walk
M,20Km Race Walk Men,Mexico,1968,S,JosÃ© PEDRAZA,MEX,01:34:00,20Km Race Walk,5640,MMexico1968S20Km Race Walk
M,20Km Race Walk Men,Mexico,1968,B,Nikolay SMAGA,URS,01:34:03,20Km Race Walk,5643,MMexico1968B20Km Race Walk
M,20Km Race Walk Men,Rome,1960,G,Vladimir GOLUBNICHY,URS,01:34:07,20Km Race Walk,5647,MRome1960G20Km Race Walk
M,20Km Race Walk Men,Rome,1960,S,Noel FREEMAN,AUS,01:34:16,20Km Race Walk,5656,MRome1960S20Km Race Walk
M,20Km Race Walk Men,Rome,1960,B,Stanley Frank VICKERS,GBR,01:34:56,20Km Race Walk,5696,MRome1960B20Km Race Walk
M,20Km Race Walk Men,London,2012,G,Ding CHEN,CHN,01:18:46,20Km Race Walk,4726,MLondon2012G20Km Race Walk
M,20Km Race Walk Men,London,2012,S,Erick BARRONDO,GUA,01:18:57,20Km Race Walk,4737,MLondon2012S20Km Race Walk
M,20Km Race Walk Men,London,2012,B,Zhen WANG,CHN,01:19:25,20Km Race Walk,4765,MLondon2012B20Km Race Walk
M,20Km Race Walk Men,Athens,2004,G,Ivano BRUGNETTI,ITA,1h19:40,20Km Race Walk,01:19:40,MAthens2004G20Km Race Walk
M,20Km Race Walk Men,Athens,2004,S,Francisco Javier FERNANDEZ,ESP,1h19:45,20Km Race Walk,01:19:45,MAthens2004S20Km Race Walk
M,20Km Race Walk Men,Athens,2004,B,Nathan DEAKES,AUS,1h20:02,20Km Race Walk,01:20:02,MAthens2004B20Km Race Walk
M,20Km Race Walk Men,Atlanta,1996,G,Jefferson PEREZ,ECU,01:20:07,20Km Race Walk,4807,MAtlanta1996G20Km Race Walk
M,20Km Race Walk Men,Atlanta,1996,S,Ilya MARKOV,RUS,01:20:16,20Km Race Walk,4816,MAtlanta1996S20Km Race Walk
M,20Km Race Walk Men,Atlanta,1996,B,Bernardo SEGURA,MEX,01:20:23,20Km Race Walk,4823,MAtlanta1996B20Km Race Walk
M,20Km Race Walk Men,Seoul,1988,G,Jozef PRIBILINEC,TCH,01:19:57,20Km Race Walk,4797,MSeoul1988G20Km Race Walk
M,20Km Race Walk Men,Seoul,1988,S,Ronald WEIGEL,GDR,01:20:00,20Km Race Walk,4800,MSeoul1988S20Km Race Walk
M,20Km Race Walk Men,Seoul,1988,B,Maurizio DAMILANO,ITA,01:20:14,20Km Race Walk,4814,MSeoul1988B20Km Race Walk
M,20Km Race Walk Men,Moscow,1980,G,Maurizio DAMILANO,ITA,01:23:35,20Km Race Walk,5015,MMoscow1980G20Km Race Walk
M,20Km Race Walk Men,Moscow,1980,S,Piotr POCHINCHUK,URS,01:24:45,20Km Race Walk,5085,MMoscow1980S20Km Race Walk
M,20Km Race Walk Men,Moscow,1980,B,Roland WIESER,GDR,01:25:58,20Km Race Walk,5158,MMoscow1980B20Km Race Walk
M,20Km Race Walk Men,Munich,1972,G,Peter FRENKEL,GDR,01:26:42,20Km Race Walk,5202,MMunich1972G20Km Race Walk
M,20Km Race Walk Men,Munich,1972,S,Vladimir GOLUBNICHY,URS,01:26:55,20Km Race Walk,5215,MMunich1972S20Km Race Walk
M,20Km Race Walk Men,Munich,1972,B,Hans REIMANN,GDR,01:27:17,20Km Race Walk,5237,MMunich1972B20Km Race Walk
M,20Km Race Walk Men,Tokyo,1964,G,Kenneth Joseph MATTHEWS,GBR,01:29:34,20Km Race Walk,5374,MTokyo1964G20Km Race Walk
M,20Km Race Walk Men,Tokyo,1964,S,Dieter LINDNER,EUA,01:31:13,20Km Race Walk,5473,MTokyo1964S20Km Race Walk
M,20Km Race Walk Men,Tokyo,1964,B,Vladimir GOLUBNICHY,URS,01:31:59,20Km Race Walk,5519,MTokyo1964B20Km Race Walk
M,20Km Race Walk Men,Melbourne / Stockholm,1956,G,Leonid SPIRIN,URS,01:31:27,20Km Race Walk,5487,MMelbourne / Stockholm1956G20Km Race Walk
M,20Km Race Walk Men,Melbourne / Stockholm,1956,S,Antanas MIKENAS,URS,01:32:03,20Km Race Walk,5523,MMelbourne / Stockholm1956S20Km Race Walk
M,20Km Race Walk Men,Melbourne / Stockholm,1956,B,Bruno JUNK,URS,01:32:12,20Km Race Walk,5532,MMelbourne / Stockholm1956B20Km Race Walk
M,3000M Steeplechase Men,Rio,2016,G,Conseslus KIPRUTO,KEN,00:08:03,3000M Steeplechase,483,MRio2016G3000M Steeplechase
M,3000M Steeplechase Men,Rio,2016,S,Evan JAGER,USA,00:08:04,3000M Steeplechase,484,MRio2016S3000M Steeplechase
M,3000M Steeplechase Men,Rio,2016,B,Mahiedine MEKHISSI,FRA,00:08:12,3000M Steeplechase,492,MRio2016B3000M Steeplechase
M,3000M Steeplechase Men,Beijing,2008,G,Brimin Kiprop KIPRUTO,KEN,00:08:10,3000M Steeplechase,490,MBeijing2008G3000M Steeplechase
M,3000M Steeplechase Men,Beijing,2008,S,Mahiedine MEKHISSI-BENABBAD,FRA,00:08:10,3000M Steeplechase,490,MBeijing2008S3000M Steeplechase
M,3000M Steeplechase Men,Beijing,2008,B,Richard Kipkemboi MATEELONG,KEN,00:08:11,3000M Steeplechase,491,MBeijing2008B3000M Steeplechase
M,3000M Steeplechase Men,Sydney,2000,G,Reuben KOSGEI,KEN,00:08:21,3000M Steeplechase,501,MSydney2000G3000M Steeplechase
M,3000M Steeplechase Men,Sydney,2000,S,Wilson Boit KIPKETER,KEN,00:08:22,3000M Steeplechase,502,MSydney2000S3000M Steeplechase
M,3000M Steeplechase Men,Sydney,2000,B,Ali EZZINE,MAR,00:08:22,3000M Steeplechase,502,MSydney2000B3000M Steeplechase
M,3000M Steeplechase Men,Barcelona,1992,G,Matthew BIRIR,KEN,00:08:09,3000M Steeplechase,489,MBarcelona1992G3000M Steeplechase
M,3000M Steeplechase Men,Barcelona,1992,S,Patrick SANG,KEN,00:08:10,3000M Steeplechase,490,MBarcelona1992S3000M Steeplechase
M,3000M Steeplechase Men,Barcelona,1992,B,William MUTWOL,KEN,00:08:11,3000M Steeplechase,491,MBarcelona1992B3000M Steeplechase
M,3000M Steeplechase Men,Los Angeles,1984,G,Julius KORIR,KEN,00:08:12,3000M Steeplechase,492,MLos Angeles1984G3000M Steeplechase
M,3000M Steeplechase Men,Los Angeles,1984,S,Joseph MAHMOUD,FRA,00:08:13,3000M Steeplechase,493,MLos Angeles1984S3000M Steeplechase
M,3000M Steeplechase Men,Los Angeles,1984,B,Brian Lee DIEMER,USA,00:08:14,3000M Steeplechase,494,MLos Angeles1984B3000M Steeplechase
